folder,id,form,original_form,speaker_id,start,end,note
SDRW2100000042,SDRW2100000042.1.1.186,뭐 너 근데 약간 그런 류를 안 좋아하지 않았어 애초에?,뭐 너 근데 약간 그런 류를 안 좋아하지 않았어 애초에?,SD2100042,506.781,509.33901,
SDRW2100000042,SDRW2100000042.1.1.188,뭐 리조또라든가 뭐 이제,뭐 리조또라든가 뭐 이제,SD2100042,510.959,513.31901,
SDRW2100000042,SDRW2100000042.1.1.192,내가 리조또 많이 듣긴 했는데 정확히 뭔지는 모르겠다.,내가 리조또 많이 듣긴 했는데 정확히 뭔지는 모르겠다.,SD2100041,522.519,526.16899,
SDRW2100000043,SDRW2100000043.1.1.265,리모델링하는 거랑 다른 건가?,리모델링하는 거랑 다른 건가?,SD2100044,605.69897,607.54897,
SDRW2100000043,SDRW2100000043.1.1.266,리모델링하는 거랑 다른,리모델링하는 거랑 다른,SD2100043,608.64901,611.03899,
SDRW2100000052,SDRW2100000052.1.1.104,그 류마티스 내과를 한번 찾아가 보라고 하더라고요 그 의사 분이 정 먹고,그 류마티스 내과를 한번 찾아가 보라고 하더라고요 그 의사 분이 ((정)) 먹고,SD2100051,279.09901,283.339,
SDRW2100000052,SDRW2100000052.1.1.134,그 이제 저기 류마티스 관절염 병원에 가야 되나 봐요.,그 이제 ((저기)) 류마티스 관절염 병원에 가야 되나 봐요.,SD2100052,365.72899,369.589,
SDRW2100000052,SDRW2100000052.1.1.155,거기 류마티스 전문 병원에 제가 다니고 있거든 정기적으로,거기 류마티스 전문 병원에 제가 다니고 있거든 정기적으로,SD2100052,427.71946,431.86562,
SDRW2100000053,SDRW2100000053.1.1.118,막 근데 골든 리트리버 이런 큰 강아지들은,막 근데 골든 리트리버 이런 큰 강아지들은,SD2100054,248.98999,252.72,
SDRW2100000053,SDRW2100000053.1.1.174,근데 리드줄을 안 한 거야 오히려 애기들이,근데 리드줄을 안 한 거야 오히려 애기들이,SD2100054,379.96846,382.78338,
SDRW2100000053,SDRW2100000053.1.1.176,해 달라고 한 거지 리드줄을 해달라고,해 달라고 한 거지 리드줄을 해달라고,SD2100054,384.43899,387.239,
SDRW2100000054,SDRW2100000054.1.1.396,김치는 몇 번 리필할 생각이십니까?,김치는 몇 번 리필할 생각이십니까?,SD2100053,883.25902,885.589,
SDRW2100000056,SDRW2100000056.1.1.290,그 리스트 중에 빠지도 있긴 있었거든 근데,그 리스트 중에 빠지도 있긴 있었거든 근데,SD2100055,826.67152,831.01901,
SDRW2100000062,SDRW2100000062.1.1.38,그 리더스에서 산 거 있잖아.,그 리더스에서 산 거 있잖아.,SD2100061,99.27,101.92,
SDRW2100000065,SDRW2100000065.1.1.132,그 사서 리셀하시는 분들도 계시고.,그 사서 리셀하시는 분들도 계시고.,SD2100066,306.53968,309.83899,
SDRW2100000066,SDRW2100000066.1.1.334,그러면 둘 다 면 종류를 시킬까 아니면 거기 리소토도 있긴 하거든?,그러면 둘 다 면 종류를 시킬까 아니면 거기 리조또도 있긴 하거든?,SD2100066,874.591,878.27899,
SDRW2100000066,SDRW2100000066.1.1.335,아 난 리소토 리소토 밥이 먹고 싶긴 한데 그런,아 난 리조뜨 리조뜨 밥이 먹고 싶긴 한데 그런,SD2100065,878.56897,882.60104,
SDRW2100000069,SDRW2100000069.1.1.271,내가 리드 할 수 있는 게임을 하면,내가 리드 할 수 있는 게임을 하면,SD2100070,793.07899,795.81901,
SDRW2100000072,SDRW2100000072.1.1.287,근데 유튜브 리뷰 같은 거 보면은,근데 유튜브 리뷰 같은 거 보면은,SD2100072,811.31897,813.40746,
SDRW2100000072,SDRW2100000072.1.1.289,그런 사람들 리뷰가 3교대가 진짜 너무,그런 사람들 리뷰가 삼 교대가 진짜 너무,SD2100072,816.01131,819.06898,
SDRW2100000079,SDRW2100000079.1.1.298,리스트를 정한 다음에,리스트를 정한 다음에,SD2100079,812.83286,814.62377,
SDRW2100000079,SDRW2100000079.1.1.322,어 리스트 만들고,어 리스트 만들고,SD2100080,882.70898,884.377,
SDRW2100000085,SDRW2100000085.1.1.85,걱정 되는 부분들이 있는데 그런 거는 인제 많은 리브나 이런 걸 또,걱정 되는 부분들이 있는데 그런 거는 인제 많은 리브나 이런 걸 또,SD2100085,235.91,240.09001,
SDRW2100000087,SDRW2100000087.1.1.181,이 리바이스 55501 그 셀비지 데님,이 리바이스 오오오공일 그 쎌비지 데님,SD2100087,644.86899,649.73901,
SDRW2100000087,SDRW2100000087.1.1.184,나 리바이스는 매장에서는 사 본 적이 없어서 얼마 정도 하지?,나 리바이스는 매장에서는 사 본 적이 없어서 얼마 정도 하지?,SD2100088,658.38903,662.399,
SDRW2100000087,SDRW2100000087.1.1.187,그 갭이 커 가지고 리바이스나 막,그 갭이 커 가지고 리바이스나 막,SD2100087,668.11902,670.79897,
SDRW2100000087,SDRW2100000087.1.1.191,어 리바이스가 되게 비싸구나. 나는 그 아울렛 매장에 있는 리바이스는 되게 싸니까,어 리바이스가 되게 비싸구나. 나는 그 아울렛 매장에 있는 리바이스는 되게 싸니까,SD2100088,684.73899,689.49902,
SDRW2100000093,SDRW2100000093.1.1.255,그러니까 최근에 그 리뉴얼 돼 가지고,그니까 최근에 그 리뉴얼 돼 가지구,SD2100094,541.039,543.66897,
SDRW2100000107,SDRW2100000107.1.1.99,그런 플레이 리스트가 있거든,그런 플레이 리스트가 ((있거든)),SD2100108,254.17,256.09727,
SDRW2100000107,SDRW2100000107.1.1.100,우울한 노래만 모아두는 플레이 리스트,우울한 노래만 모아두는 플레이 리스트 {laughing},SD2100108,256.09727,258.78,
SDRW2100000107,SDRW2100000107.1.1.123,리노랑 같이 하잖아 그것도 봤는데,리노랑 같이 하잖아 그것도 봤는데,SD2100108,312.83901,315.81901,
SDRW2100000107,SDRW2100000107.1.1.124,리노는,리노는,SD2100108,315.81901,317.47901,
SDRW2100000110,SDRW2100000110.1.1.43,리 리무진?,-리- 리무진?,SD2110109,157.45999,159.28,
SDRW2100000110,SDRW2100000110.1.1.45,어 그런 대형 버스나 리무진을 타고,어 그런 대형 뻐쓰나 리무진을 타고,SD2100110,160.7,164.52,
SDRW2100000116,SDRW2100000116.1.1.236,그 리모델링 해 가지고,그 리모델링 해 가지고,SD2100115,444.40901,446.409,
SDRW2100000117,SDRW2100000117.1.1.53,플레이 리스트에 있는 거 뭔가 듣기 싫어 가지고,플레이 리스트에 있는 거 뭔가 듣기 싫어 가지고,SD2100117,118.562,121.92,
SDRW2100000117,SDRW2100000117.1.1.69,나도 요즘 플레이 리스트가 마음에 들지 않아서 한번 바꿀까 생각 중이야.,나도 요즘 플레이 리스트가 마음에 들지 않아서 한번 바꿀까 생각 중이야.,SD2100118,157.61001,162.10001,
SDRW2100000117,SDRW2100000117.1.1.70,나 원래 플레이 리스트에서 한 삼천,나 원래 플레이 리스트에서 한 삼천,SD2100117,162.48,165.41977,
SDRW2100000117,SDRW2100000117.1.1.376,내 플레이 리스트에 꼭 들어 간다라는,내 플레이 리스트에 꼭 들어 간다라는,SD2100118,837.129,840.05855,
SDRW2100000123,SDRW2100000123.1.1.104,그런 류의 음악을 많이 듣는 거 같아.,그런 류의 음악을 많이 듣는 거 같애.,SD2100123,265.53,267.91999,
SDRW2100000143,SDRW2100000143.1.1.142,그런 류가 많은 거 같아 느낌을,그런 류가 많은 거 같애 느낌을,SD2100144,557.84902,560.799,
SDRW2100000143,SDRW2100000143.1.1.146,그리고 뭐 가사의 리듬 뭐 이런 걸로도 이제,그리고 뭐 가사의 리듬 뭐 이런 걸로도 이제,SD2100143,577.50897,581.23898,
SDRW2100000143,SDRW2100000143.1.1.166,뭔가 좀 더 리드미컬한 느낌이 살아나는 거 같긴 하다.,뭔가 쫌 더 리드미컬한 느낌이 살아나는 거 같긴 하다.,SD2100144,661.43903,665.76901,
SDRW2100000145,SDRW2100000145.1.1.355,그 료칸 같은 데 가 가지고 막,그 료칸 같은 데 가 가지고 막,SD2100145,671.15902,673.62902,
SDRW2100000149,SDRW2100000149.1.1.221,리베이트가 안 떨어지기 때문에,리베이트가 안 떨어지기 때문에,SD2100150,529.48901,531.53903,
SDRW2100000157,SDRW2100000157.1.1.422,복숭아를 그냥 무슨 무한 리필집처럼 맨날 사오더라.,복숭아를 그냥 무슨 무한 리필집처럼 맨날 사오더라.,SD2100157,871.77156,874.85897,
SDRW2100000158,SDRW2100000158.1.1.257,근데 요즘 2호선은 좀 리모델링을 많이 했는지,근데 요즘 이 호선은 쫌 리모델링을 많이 했는지,SD2100157,610.14,613.27112,
SDRW2100000162,SDRW2100000162.1.1.357,오토바이 류를,오토바이 류를,SD2100162,819.62899,822.27898,
SDRW2100000173,SDRW2100000173.1.1.144,리뷰 한 100개 200개 찾아 보면서 그러고 쇼핑하고 있어.,리뷰 한 백 개 이백 개 찾아 보면서 그러고 쇼핑하고 있어.,SD2100173,321.265,324.959,
SDRW2100000173,SDRW2100000173.1.1.164,그런 거에서 한번 씩 리뷰 찾아보면서 사는 것도 나쁘지 않아.,그런 거에서 한번 씩 리뷰 찾아보면서 사는 것도 나쁘지 않아.,SD2100173,367.931,370.81899,
SDRW2100000183,SDRW2100000183.1.1.35,뭐 지방으로 리고뭐 전국으로 돌아다니면서,뭐 지방으로 (())리고 뭐 전국으로 돌아다니면서,SD2100183,71.15,74.97897,
SDRW2100000186,SDRW2100000186.1.1.211,그런데 사실 찬송가가 리듬이 약간 다 비슷해서,그런데 사실 찬송가가 리듬이 약간 다 비슷해서,SD2100186,540.86444,544.60902,
SDRW2100000198,SDRW2100000198.1.1.148,근데 그런 데를 해서 리모델링해서 사는 애들도 많은데,근데 그런 데를 해서 리모델링해서 사는 애들도 많은데,SD2100197,633.62794,636.70394,
SDRW2100000209,SDRW2100000209.1.1.271,개선한다고 다 리셋 한다고 해서,개선한다고 다 리셋 한다고 해서,SD2110209,654.119,656.82515,
SDRW2100000213,SDRW2100000213.1.1.19,그 박정현 꿈에 노래 리메이크 했더라고.,그 박정현 꿈에 노래 리메이크 했더라고.,SD2100214,32.97,36.04,
SDRW2100000213,SDRW2100000213.1.1.38,그걸 또 한번 리메이크 한 거야.,그걸 또 한번 리메이크 한 거야.,SD2100214,74.0478,75.86,
SDRW2100000213,SDRW2100000213.1.1.382,슈퍼스타 케이 그 때 이후에 보면은 리메이크 돼 가지고,슈퍼스타 케이 그 때 이후에 보면은 리메이크 돼 가지고,SD2100213,763.13899,766.47898,
SDRW2100000213,SDRW2100000213.1.1.389,계속 리메이크 돼 가지고,계속 리메이크 돼 가지고,SD2100213,779.19902,780.91902,
SDRW2100000213,SDRW2100000213.1.1.402,그냥 리메이크 앨범 딱 이렇게 내는 게 좋은 거 같아 오히려.,그냥 리메이크 앨범 딱 이렇게 내는 게 좋은 거 같애 오히려.,SD2100214,803.32497,806.513,
SDRW2100000213,SDRW2100000213.1.1.420,리메이크 하는 거 좋고 그 다음에,리메이크 하는 거 좋고 그 다음에,SD2100214,842.22898,844.425,
SDRW2100000213,SDRW2100000213.1.1.421,리메이크 하다가,리메이크 하다가,SD2100214,844.425,845.56071,
SDRW2100000221,SDRW2100000221.1.1.178,리더가 누구지?,리더가 누구지?,SD2100221,336.37899,337.859,
SDRW2100000229,SDRW2100000229.1.1.312,막 얼마 전에 조이가 그런 리메이크 앨범 냈잖아.,막 얼마 전에 조이가 그런 리메이크 앨범 냈잖아.,SD2100229,824.77899,828.183,
SDRW2100000247,SDRW2100000247.1.1.340,리조,리조,SD2100248,720.78899,722.26899,
SDRW2100000247,SDRW2100000247.1.1.420,기본 리조 노래는,기본 리쪼 노래는,SD2110247,885.76898,887.70901,
SDRW2100000254,SDRW2100000254.1.1.55,필요한 리스트를 쫙 써 놓으면,필요한 리스트를 쫙 써 놓으면,SD2100253,169.14001,171.49001,
SDRW2100000260,SDRW2100000260.1.1.128,리스트를 다 만들어서,리스트를 다 만들어서,SD2100259,380.46899,382.759,
SDRW2100000261,SDRW2100000261.1.1.21,전에 같은 데는 리뷰 같은 거 남기면,전에 같은 데는 리뷰 같은 거 남기면,SD2100261,46.11097,49.16731,
SDRW2100000263,SDRW2100000263.1.1.43,그때 그 리스트 있잖아 멜론 틀면 자동으로 이렇게 나오는 거,그때 그 리스트 있잖아 멜론 틀면은 자동으로 이케 나오는 거,SD2100264,73.5,77.68,
SDRW2100000275,SDRW2100000275.1.1.47,아 저는 스밍 리스트대로 돌리거든요 스밍 근데 그래야 좀,아 저는 스밍 리스트대로 돌리거든요 스밍 근데 그래야 좀,SD2100275,134.35999,139.15,
SDRW2100000275,SDRW2100000275.1.1.244,맞아 우리도 이번에 리패키지여가지고 활동을 2주 1주 반밖에 안했거든요?,맞아 우리도 이번에 리패키지여가지고 활동을 이주 일주 반밖에 안했거든요?,SD2100275,771.58901,777.549,
SDRW2100000275,SDRW2100000275.1.1.249,왜 이렇게 빨리 끝났어 리패키지면 그렇게 빨리 끝나.,왜 이렇게 빨리 끝났어 리패키지면 그렇게 빨리 끝나.,SD2100276,789.84902,792.68901,
SDRW2100000275,SDRW2100000275.1.1.251,너무한 거 아니야 리패키지여도 똑같이 3주씩은 해 달라고,너무한 거 아니야 리패키지여도 똑같이 삼 주씩은 해 달라고,SD2100276,795.38899,799.189,
SDRW2100000275,SDRW2100000275.1.1.255,옛날에 그 쪽에 취업하고 싶어서 관심 있어 갖고 이것저것 알아보니까 리패키지2는 뭔지 뭐는 뭔지 약간 이렇게 해서,옛날에 그 쪽에 취업하고 싶어서 관심 있어 갖고 이것저것 알아보니까 리패키지 이는 뭔지 뭐는 뭔지 약간 이렇게 해서,SD2100276,810.93901,820.13899,
SDRW2100000279,SDRW2100000279.1.1.47,아 이번에 리사 솔로도 나와.,아 이번에 리사 솔로도 나와.,SD2100279,112.97,115.42,
SDRW2100000279,SDRW2100000279.1.1.58,리사를 위해서 와이지가,리사를 위해서 와이지가,SD2100279,136.184,137.96649,
SDRW2100000279,SDRW2100000279.1.1.63,9월에 인제 리사가,구 월에 인제 리사가,SD2100280,146.32285,148.47104,
SDRW2100000279,SDRW2100000279.1.1.79,리사 어 리사 하고 그 다음에 지수하고,리사 어 리사 하고 그 다음에 지수하고,SD2100279,188.38871,191.50001,
SDRW2100000279,SDRW2100000279.1.1.92,왜 그 리사 노래 중에서 영어로 된 거 하나 있잖아?,왜 그 리사 노래 중에서 영어로 된 거 하나 있잖아?,SD2100280,215.03999,218.51,
SDRW2100000279,SDRW2100000279.1.1.94,리사가 아닌가?,리사가 아닌가?,SD2100280,219.83,220.87001,
SDRW2100000279,SDRW2100000279.1.1.118,리스 잠깐만 블랙핑크에 뭐가 누가 있지?,리스 잠깐만 블핑에 뭐가 누가 있지?,SD2100280,259.37,262.47,
SDRW2100000279,SDRW2100000279.1.1.408,로제 리사 어쨌든 그것 좀 찾아 봐.,로제 리사 어쨌든 그것 쫌 찾아 봐.,SD2100280,899.01,901.59899,
SDRW2100000286,SDRW2100000286.1.1.84,거 거기 1호선 혼자 리니지 아니야?,-거- 거기 일 호선 혼자 리니지 아니야? {laughing},SD2100285,174.16,176.60999,
SDRW2100000298,SDRW2100000298.1.1.156,왜냐하면은 한 그룹의 리더라는 게,왜냐면은 한 그룹의 리더라는 게,SD2100298,397.09987,400.04898,
SDRW2100000298,SDRW2100000298.1.1.328,비서가 굉장히 리더십도 필요하고,비서가 굉장히 리더십도 필요하고,SD2100298,851.07135,853.6939,
SDRW2100000298,SDRW2100000298.1.1.347,리더의 시선으로,리더의 시선으로,SD2100297,902.84515,904.29897,
SDRW2100000299,SDRW2100000299.1.1.74,근데 새 걸로 바꾸는데 요금제가 바뀔 리가 없잖아.,근데 새 걸로 바꾸는데 요금제가 바뀔 리가 없잖아.,SD2100299,115.82,119.29,
SDRW2100000304,SDRW2100000304.1.1.348,그걸 연극으로 할 리는 없었을 거 아니야.,그걸 연극으로 할 리는 없었을 거 아니야.,SD2100303,894.98617,897.48866,
SDRW2100000308,SDRW2100000308.1.1.156,이 차이지 나도 대중교통이 좀 더 편한 거 같긴 해 굳이 리스크 감수해서,이 차이지 나도 대중교통이 좀 더 편한 거 같긴 해 굳이 리스크 감수해서,SD2100308,520.179,525.85208,
SDRW2100000317,SDRW2100000317.1.1.7,가끔가다 그 리스가 남은 상태에서,가끔가다 그 리스가 남은 상태에서,SD2100317,16.239,19.609,
SDRW2100000317,SDRW2100000317.1.1.188,아니 근데 그런 거를 다 그 리뷰나 어떤,아니 근데 그런 거를 다 그 리뷰나 어떤,SD2100318,396.98,400.1732,
SDRW2100000323,SDRW2100000323.1.1.82,리그오브레전드를 하다가,리그오브레전드를 하다가,SD2100324,274.63899,276.909,
SDRW2100000327,SDRW2100000327.1.1.74,또 리메이크도 많이 하고,또 리메이크도 많이 하고,SD2100328,214.13902,215.85463,
SDRW2100000331,SDRW2100000331.1.1.38,세트 리스트를 계속 들어야 되고,셋 리스트를 계속 들어야 되고,SD2100331,105.25,107.30805,
SDRW2100000331,SDRW2100000331.1.1.206,나는 테크니컬 리허설이 무조건 잘 돼야 돼.,나는 테크니컬 리허설이 무조건 잘 돼야 돼.,SD2100331,652.86902,656.24899,
SDRW2100000331,SDRW2100000331.1.1.207,내 기준에는 일단 테크니컬 리허설을,내 기준에는 일단 테크니컬 리허설을,SD2100331,656.24899,660.03196,
SDRW2100000331,SDRW2100000331.1.1.213,테크니컬 리허설이 뭐야?,테크니컬 리허설이 뭐야?,SD2100332,674.59899,676.32899,
SDRW2100000331,SDRW2100000331.1.1.221,근데 나는 드레스 리허설은 나한테는 중요한 게 아니고 인제 동선을,근데 나는 드레스 리허설은 나한테는 중요한 게 아니고 인제 동선을,SD2100331,700.359,705.55297,
SDRW2100000332,SDRW2100000332.1.1.192,특히 뭐 리나 결혼하고 시누이도 있고 하는 거 보면,특히 뭐 ((리나)) 결혼하고 시누이도 있고 하는 거 보면,SD2100331,511.48,514.5,
SDRW2100000339,SDRW2100000339.1.1.227,그런 류의 노래들 말 뭐,그런 류의 노래들 말 뭐,SD2100339,587.88,590.04,
SDRW2100000339,SDRW2100000339.1.1.251,리스트를 보니까,리스트를 보니까,SD2100340,652.07,653.75797,
SDRW2100000340,SDRW2100000340.1.1.40,리워드를 더 주는 그런 시스템을 가지고 있어서,리워드를 더 주는 그런 시스템을 가지고 있어서,SD2100340,103.23,106.18,
SDRW2100000342,SDRW2100000342.1.1.391,리포터 뽑고,리포터 뽑고,SD2100341,482.23986,483.55901,
SDRW2100000353,SDRW2100000353.1.1.317,추천 플레이 리스트 보내 주면은 그거 확인해서 들어 볼게.,추천 플레이 리스트 보내 주면은 그거 확인해서 들어 볼게.,SD2100354,909.32298,912.28899,
SDRW2100000366,SDRW2100000366.1.1.42,그러니까 앞을 보고 가게 해 주는 지하철 같은 건 나올 리가 없겠지?,긍까 앞을 보고 가게 해 주는 지하철 같은 건 나올 리가 없겠지?,SD2100366,158.17001,161.30001,
SDRW2100000369,SDRW2100000369.1.1.117,아디다스랑 나이키랑 리복이랑,아디다스랑 나이키랑 리복이랑,SD2100370,356.889,360.739,
SDRW2100000369,SDRW2100000369.1.1.130,그게 리미티드 라인이라서 사람들이 한정된 상품에 열광하기 때문이야.,그게 리미티드 라인이라서 사람들이 한정된 상품에 열광하기 때문이야.,SD2100370,403.74899,408.11901,
SDRW2100000377,SDRW2100000377.1.1.4,자동으로 리스트가 만들어져서 그 노래들만 반복해서,자동으로 리스트가 만들어져서 그 노래들만 반복해서,SD2100377,17.67497,21.87097,
SDRW2100000377,SDRW2100000377.1.1.8,어 좋아하는 노래가 리스트업 되는 게 좀 불편해서 다른 애플로 갈아탈까 고민 중이야.,어 좋아하는 노래가 리스트업 되는 게 좀 불편해서 다른 어플로 갈아탈까 고민 중이야.,SD2100378,35.23,42.02,
SDRW2100000377,SDRW2100000377.1.1.44,아 그리고 또 음악 콘서트 관련해서 진행 요원으로 아르바이트 했던 적이 있는데 그때 리허설을 하면서 음악을 들었는데 아 정말 확실히 가수들을 리허설 할 때도 프로답게 열심히 하더라고,아 그리고 또 음악 콘서트 관련해서 진행 요원으로 아르바이트 했던 적이 있는데 그때 리허설을 하면서 음악을 들었는데 아 정말 확실히 가수들을 리허설 할 때도 프로답게 열심히 하더라고,SD2100377,207.60796,220.86,
SDRW2100000377,SDRW2100000377.1.1.73,아 혹시 이번에 백예린이 리메이크 한 앨범 있는데 그거에 대해서는 아니?,아 혹시 이번에 백예린이 리메이크 한 앨범 있는데 그거에 대해서는 아니?,SD2100377,363.45798,368.03901,
SDRW2100000377,SDRW2100000377.1.1.84,이번 리메이크 앨범도 너무 좋은 거 같아. 특히 팬들은 사운드 클라우드라 에서만 들을,이번 리메이크 앨범도 너무 좋은 거 같아. 특히 팬들은 싸운드 클라우드라 에서만 들을,SD2100377,418.16297,424.939,
SDRW2100000377,SDRW2100000377.1.1.95,리메이크 노래들 중에서 산책이라는 노래와 어,리메이크 노래들 중에서 산책이라는 노래와 어,SD2100377,468.56596,472.77899,
SDRW2100000377,SDRW2100000377.1.1.100,어 요즘 활동하는 가수들이 재 리메이크 해도 불러서 다시 인기가 된 노래들이 많잖아.,어 요즘 활동하는 가수들이 재 리메이크 해도 불러서 다시 인기가 된 노래들이 많잖아.,SD2100378,493.72398,500.64071,
SDRW2100000390,SDRW2100000390.1.1.361,뭐 리서치 이런 직군들은 그냥 나가야 돼,뭐 리서치 이런 직군들은 그냥 나가야 돼,SD2100390,787.98435,790.98835,
SDRW2100000397,SDRW2100000397.1.1.106,그런 가사와 그런 리듬과 그런 멜로디 뭐 그런걸 느낄 때가,그런 가사와 그런 리듬과 그런 멜로디 뭐 그런걸 느낄 때가,SD2100397,378.03,383.979,
SDRW2100000400,SDRW2100000400.1.1.365,쓰 약간 리무진 같은 거? 근데 그거 값이 훨씬 더 비싸고,((쓰)) 약간 리무진 같은 거? 근데 그거 값이 훨씬 더 비싸고,SD2100400,856.20128,859.95901,
SDRW2100000401,SDRW2100000401.1.1.25,너는 어떤 류 옷 사고싶어?,너는 어떤 류 옷 사고싶어?,SD2100401,81.07,83.26,
SDRW2100000401,SDRW2100000401.1.1.69,남자친구가 군대에서 쓸 수 있는 류를 쇼핑 하는 걸 되게 많이 알아보는 중이야.,남자친구가 군대에서 쓸 수 있는 류를 쇼핑 하는 걸 되게 많이 알아보는 중이야.,SD2100401,231.027,235.71097,
SDRW2100000401,SDRW2100000401.1.1.169,목넘김이 되게 기분 좋은? 그런 맥주를 선호해서 그런 류를 많이 쇼핑해.,목넘김이 되게 기분 좋은? 그런 맥주를 선호해서 그런 류를 많이 쇼핑해.,SD2100402,608.54694,613.38294,
SDRW2100000404,SDRW2100000404.1.1.185,데리러 왔다는 거야 그 버스 하나를 자기만의 리무진 처럼 해 가지고,데리러 왔다는 거야 그 뻐쓰 하나를 자기만의 리무진 처럼 해 가지고,SD2100403,480.269,484.23901,
SDRW2100000404,SDRW2100000404.1.1.192,리 약간,리 약간,SD2110404,494.56899,495.959,
SDRW2100000404,SDRW2100000404.1.1.193,리무진 전용택시 이런 거 있을 거 같아.,리무진 전용택시 이런 거 있을 거 같아.,SD2110404,495.959,498.75901,
SDRW2100000405,SDRW2100000405.1.1.116,그러다 보면 또 비슷한 류의 사람들끼리 모이거든.,그러다 보면 또 비슷한 류의 사람들끼리 모이거든.,SD2110405,353.35695,357.337,
SDRW2100000409,SDRW2100000409.1.1.108,그 노래 리메이크한 게 윤상이고 그다음에 옛날에는,그 노래 리메이크한 게 윤상이고 그다음에 옛날에는,SD2100410,414.71097,418.58697,
SDRW2100000409,SDRW2100000409.1.1.194,8명이 방찬 리노 창민 현진 한,여덟 명이 방찬 리노 창민 현진 한,SD2100410,758.13899,762.25901,
SDRW2100000422,SDRW2100000422.1.1.217,그 친구들 대상으로 리크루팅을 하는 것도 괜찮겠다 이런 생각이 좀 드네,그 친구들 대상으로 리크루팅을 하는 것도 괜찮겠다 이런 생각이 좀 드네,SD2100421,526.95,531.10901,
SDRW2100000425,SDRW2100000425.1.1.33,그 류진이가,그 류진이가,SD2100425,63.14,65.85,
SDRW2100000425,SDRW2100000425.1.1.120,그 러블리즈의 류수정인가 걔가 낸,그 러블리즈의 류수정인가 걔가 낸,SD2100425,240.7,245.15001,
SDRW2100000425,SDRW2100000425.1.1.132,류수정 얘기했는데,류수정 얘기했는데,SD2110426,273.03001,275.08829,
SDRW2100000425,SDRW2100000425.1.1.134,류수정이 제일 좋다고 생각하고,류수정이 제일 좋다고 생각하고,SD2110426,277.27848,279.89901,
SDRW2100000425,SDRW2100000425.1.1.201,내가 그걸 관찰할 수 있을 리가,내가 그걸 관찰할 수 있을 리가,SD2100425,439.52033,441.68901,
SDRW2100000425,SDRW2100000425.1.1.392,맞아 나도 오 리틀 걸이 진짜 좋았거든.,맞아 나도 오 리틀 걸이 진짜 좋았거든.,SD2100425,881.46902,884.39651,
SDRW2100000427,SDRW2100000427.1.1.2,백예린 노래 리메이크한 거 앨범,백예린 노래 리메이크한 거 앨범,SD2100428,3.999,7.46,
SDRW2100000427,SDRW2100000427.1.1.5,리메이크 앨범이잖아,리메이크 앨범이잖아,SD2100427,12.719,14.587,
SDRW2100000427,SDRW2100000427.1.1.95,리메이크 앨범이잖아 근데,리메이크 앨범이잖아 근데,SD2100427,254.67661,256.62,
SDRW2100000431,SDRW2100000431.1.1.90,네이버의 리뷰를 많이 참조를 하고,네이버의 리뷰를 많이 참조를 하고,SD2100432,236.80815,238.68,
SDRW2100000433,SDRW2100000433.1.1.295,리메이크한 그,리메이크한 그~,SD2100434,605.14818,607.03898,
SDRW2100000433,SDRW2100000433.1.1.305,그거를 리메이크해서,그거를 리메이크해서,SD2100434,624.44419,626.009,
SDRW2100000433,SDRW2100000433.1.1.310,리메이크 앨범 리메이크 곡만 모아놨,리메이크 앨범 리메이크 곡만 모아놨,SD2100433,636.06564,639.1,
SDRW2100000439,SDRW2100000439.1.1.43,일단은 그 리안가 걔가 좀 탈퇴를 하면 다시 들을 의향이 있고,일단은 그 리안가 걔가 쫌 탈퇴를 하면 다시 들을 의향이 있고,SD2100439,102.616,107.01,
SDRW2100000441,SDRW2100000441.1.1.126,유튜브에 1.4 배속 플레이 리스,유튜브에 일 점 사 배속 플레이 리스,SD2100441,302.47122,305.08997,
SDRW2100000443,SDRW2100000443.1.1.18,아 애들이 리 그냥 그 제주도 게스트 하우스로 데려다준 거고,아 애들이 -리- 그냥 그 제주도 게스트 하우스로 데려다준 거고,SD2110443,64.29,68.4046,
SDRW2100000444,SDRW2100000444.1.1.225,리프레쉬 하는 시간을 가져야지 더 돈독 해진다고 생각하거든?,리프레쉬 하는 시간을 가져야지 더 돈독 해진다고 생각하거든?,SD2100444,781.31,785.38901,
SDRW2100000445,SDRW2100000445.1.1.287,노래를 리메이크한 건데,노래를 리메이크한 건데,SD2100445,781.663,783.26898,
SDRW2100000451,SDRW2100000451.1.1.218,뭔가 좀 그런 리듬이,뭔가 쫌 그런 리듬이,SD2100449,437.77641,439.54841,
SDRW2100000453,SDRW2100000453.1.1.308,그 리드보컬이 죽은 건 너무 안타까워요.,그~ 리드보컬이 죽은 건 너무 안타까워요.,SD2110451,666.12772,668.79899,
SDRW2100000455,SDRW2100000455.1.1.125,풀 이런 류 중에서,풀 이런 류 중에서,SD2100452,285.60901,287.789,
SDRW2100000465,SDRW2100000465.1.1.280,리액션도 잘해주고 이러다가 아 얘가 쎄하다,리액션도 잘해주고 이러다가 아 얘가 쎄하다,SD2100566,840.15901,844.09098,
SDRW2100000469,SDRW2100000469.1.1.77,패기 나이와는 상관없이 그 리더들의 모습,패기 나이와는 상관없이 그 리더들의 모습,SD2100460,184.73691,188.37,
SDRW2100000469,SDRW2100000469.1.1.120,리더 그 순간에는 내가 리더가 돼서 이제,리더 그 순간에는 내가 리더가 돼서 이제,SD2100459,293.4204,296.58296,
